Cluster,Age,Income,Total_Spend,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth
0,51.11284046692607,32397.538910505835,87.14396887159533,25.682879377431906,1.906614785992218,3.036964980544747,6.616731517509727
1,70.02397260273973,73863.89726027397,1169.6575342465753,53.56164383561644,4.339041095890411,8.229452054794521,2.3767123287671232
2,55.330206378986865,36633.245778611636,133.08630393996248,75.20075046904316,2.4296435272045027,3.4840525328330205,6.386491557223264
3,61.857594936708864,56072.48417721519,679.3417721518987,25.272151898734176,6.753164556962025,6.636075949367089,6.294303797468355
4,57.3921568627451,62918.70196078431,1055.886274509804,69.42745098039215,7.792156862745098,9.172549019607843,5.972549019607843
5,46.08496732026144,79315.75816993463,1320.5522875816994,45.748366013071895,4.542483660130719,8.490196078431373,2.5359477124183005
